Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K2,Q6K3,Q6K4,Benefit1,Benefit2,Benefit3,Tin2,size1,size2,AMED,Quant1,Quant2,Age2,Age3,Edu1,Edu2
19,2,1,1,5,1,1,530,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,2,2,0,10,-1,-1,890,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,2,3,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,3,1,0,10,-1,-1,270,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,3,2,1,5,1,1,530,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,3,3,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,4,1,0,10,1,1,90,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,4,2,1,5,-1,-1,270,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
19,4,3,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
20,1,1,1,5,-1,1,270,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,1,2,0,10,-1,1,90,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,1,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,2,1,0,10,-1,-1,890,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,2,2,1,5,1,-1,90,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,2,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,3,1,0,10,1,1,890,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,3,2,1,5,1,-1,90,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,3,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,4,1,1,5,-1,-1,90,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,4,2,0,10,-1,1,270,0,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
20,4,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,1,0,1,0,0,0,1,0,1,0
21,1,1,1,5,-1,1,270,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,1,2,0,10,-1,1,90,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,1,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,2,1,1,10,-1,-1,890,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,2,2,0,5,1,-1,90,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,2,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,3,1,1,10,1,1,890,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,3,2,0,5,1,-1,90,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,3,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,4,1,0,5,-1,-1,90,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,4,2,1,10,-1,1,270,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
21,4,3,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
22,1,1,1,5,1,1,530,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,1,2,0,10,1,-1,90,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,1,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,2,1,0,10,1,1,270,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,2,2,1,5,-1,-1,890,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,3,1,0,10,-1,-1,890,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,3,2,1,5,1,1,270,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,4,1,0,5,1,-1,90,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,4,2,1,10,-1,1,890,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
22,4,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
23,1,1,1,5,1,1,530,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,1,2,0,10,-1,-1,530,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,1,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,2,1,0,10,-1,-1,270,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,2,2,1,5,1,1,530,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,2,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,3,1,0,10,-1,1,270,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,3,2,1,5,-1,1,530,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,3,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,4,1,1,5,-1,-1,530,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,4,2,0,10,1,-1,270,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
23,4,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
24,1,1,0,5,-1,-1,530,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,1,2,1,10,1,1,530,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,1,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,2,1,1,5,1,1,890,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,2,2,0,10,-1,-1,270,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,2,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,3,1,0,10,1,-1,90,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,3,2,1,5,1,1,890,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,3,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,4,1,0,10,1,1,90,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,4,2,1,5,-1,-1,890,0,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
24,4,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
25,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,1,3,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,2,3,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,3,1,1,10,1,1,890,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,3,3,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
25,4,3,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1
26,1,1,1,5,-1,-1,530,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,1,2,0,10,1,1,530,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,1,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,2,1,0,5,1,1,890,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,2,2,1,10,-1,-1,270,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,2,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,3,1,0,10,1,-1,90,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,3,2,0,5,1,1,890,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,3,3,1,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,4,1,0,10,1,1,90,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,4,2,1,5,-1,-1,890,0,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,4,3,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
26,1,1,1,5,-1,-1,530,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,1,2,0,10,1,1,530,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,1,3,0,0,0,0,0,1,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,2,1,0,5,1,1,890,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,2,2,0,10,-1,-1,270,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,2,3,1,0,0,0,0,1,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,3,1,0,10,1,-1,90,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,3,2,0,5,1,1,890,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,3,3,1,0,0,0,0,1,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,4,1,0,10,1,1,90,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,4,2,1,5,-1,-1,890,0,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
26,4,3,0,0,0,0,0,1,4,-999,-999,-999,1,0,0,1,1,0,0,0,1,1,0,1,0
27,1,1,1,5,-1,-1,530,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,1,2,0,10,1,1,530,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,1,3,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,2,1,0,5,1,1,890,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,2,2,0,10,-1,-1,270,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,2,3,1,0,0,0,0,1,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,3,1,0,10,1,-1,90,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,3,2,0,5,1,1,890,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,3,3,1,0,0,0,0,1,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,4,1,0,10,1,1,90,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,4,2,1,5,-1,-1,890,0,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,4,3,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
27,1,1,1,5,-1,-1,530,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,1,2,0,10,1,1,530,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,1,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,2,1,1,5,1,1,890,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,2,2,0,10,-1,-1,270,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,2,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,3,1,0,10,1,-1,90,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,3,2,1,5,1,1,890,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,3,3,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,4,1,0,10,1,1,90,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,4,2,0,5,-1,-1,890,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
27,4,3,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
28,1,1,0,5,1,1,530,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,1,2,1,10,-1,-1,530,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,1,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,2,1,1,10,-1,-1,270,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,2,2,0,5,1,1,530,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,2,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,3,1,0,10,-1,1,270,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,3,2,0,5,-1,1,530,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,3,3,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,4,1,1,5,-1,-1,530,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,4,2,0,10,1,-1,270,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
28,4,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
29,1,1,1,5,1,1,530,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,1,2,0,10,1,-1,90,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,1,3,0,0,0,0,0,1,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,2,1,0,10,1,1,270,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,2,2,1,5,-1,-1,890,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,2,3,0,0,0,0,0,1,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,3,1,1,10,-1,-1,890,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,3,2,0,5,1,1,270,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,3,3,0,0,0,0,0,1,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,4,1,0,5,1,-1,90,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,4,2,1,10,-1,1,890,0,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
29,4,3,0,0,0,0,0,1,1,-999,-999,-999,1,0,0,0,1,0,0,0,0,1,0,0,1
30,1,1,1,5,1,1,530,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,1,2,0,10,1,-1,90,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,2,1,0,10,1,1,270,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,2,2,1,5,-1,-1,890,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,3,1,1,10,-1,-1,890,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,3,2,0,5,1,1,270,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,4,1,1,5,1,-1,90,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,4,2,0,10,-1,1,890,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
30,4,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
31,1,1,1,5,-1,1,270,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,1,2,0,10,-1,1,90,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,1,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,2,1,1,10,-1,-1,890,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,2,2,0,5,1,-1,90,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,2,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,3,1,0,10,1,1,890,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,3,2,1,5,1,-1,90,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,3,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,4,1,1,5,-1,-1,90,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,4,2,0,10,-1,1,270,0,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
31,4,3,0,0,0,0,0,1,3,-999,-999,-999,1,0,0,0,0,1,0,0,0,1,0,1,0
32,1,1,1,5,-1,1,270,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,1,2,0,10,-1,1,90,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,1,3,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,2,1,0,10,-1,-1,890,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,2,2,1,5,1,-1,90,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,2,3,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,3,1,1,10,1,1,890,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,3,2,0,5,1,-1,90,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,3,3,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,4,1,0,5,-1,-1,90,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,4,2,1,10,-1,1,270,0,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,4,3,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
32,1,1,0,5,1,1,530,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,1,2,0,10,1,-1,90,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,1,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,2,1,0,10,1,1,270,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,2,2,1,5,-1,-1,890,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,2,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,3,1,1,10,-1,-1,890,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,3,2,0,5,1,1,270,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,4,1,0,5,1,-1,90,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,4,2,0,10,-1,1,890,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
32,4,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
33,1,1,0,5,1,1,530,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,1,2,1,10,-1,-1,530,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,1,3,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,2,1,0,10,-1,-1,270,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,2,2,0,5,1,1,530,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,2,3,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,3,1,0,10,-1,1,270,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,3,2,0,5,-1,1,530,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,3,3,1,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,4,1,1,5,-1,-1,530,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,4,2,0,10,1,-1,270,0,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
33,4,3,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
34,1,1,1,5,1,1,530,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,1,2,0,10,1,-1,90,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,1,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,2,1,0,10,1,1,270,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,2,2,1,5,-1,-1,890,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,2,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,3,1,1,10,-1,-1,890,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,3,2,0,5,1,1,270,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,3,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,4,1,0,5,1,-1,90,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,4,2,1,10,-1,1,890,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
34,4,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
35,1,1,0,5,1,1,530,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
35,1,2,1,10,-1,-1,530,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
35,1,3,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
35,2,1,1,10,-1,-1,270,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
